pattern,translation,tags,parents,output
*/VV/*+겠/EP/*+냐고/EC/*,"asked if (guessing; will) ~? ([ref](https://www.youtube.com/watch?v=j7dmqbz6wWQ&t=232s))"
*/VA/*+냐고/EF/*,"asked if ~? ([ref](https://www.youtube.com/watch?v=j7dmqbz6wWQ&t=232s))"
*/VA/*+냐고요/EF/*,"asked if ~? ([ref](https://www.youtube.com/watch?v=j7dmqbz6wWQ&t=232s))"
*/VV/*+냐고요/EF/*,"asked if ~? ([ref](https://www.youtube.com/watch?v=j7dmqbz6wWQ&t=232s))"
*/MAG/*+이/VCP/*+냐고요/EF/*,"asked if is ~ ([ref](https://www.youtube.com/watch?v=j7dmqbz6wWQ&t=232s))"
*/VV/*+냐고/EC/*,"asked if ~? ([ref](https://www.youtube.com/watch?v=j7dmqbz6wWQ&t=232s))"
*/VA/*+냐고/EC/*,"asked if ~? ([ref](https://www.youtube.com/watch?v=j7dmqbz6wWQ&t=232s))"
*/NP/*+이/VCP/*+냐고/EC/*,"asked if is ~? ([ref](https://www.youtube.com/watch?v=j7dmqbz6wWQ&t=232s))"
*/VV/*+었/EP/*+냐고/EC/*,"asked if ~ed? ([ref](https://www.youtube.com/watch?v=j7dmqbz6wWQ&t=232s))"
*/VV/*+었/EP/*+죠/EF/*,"~ed, right?"
*/NP/*+하고/JC/*,~ with
*/NN/*+로서/JKB/*,"as; for; in the capacity of; being ~ ([ref](http://kgf.korninterlinereader.asia.ubc.ca/entry/6285e98a0b20af306c90d0f1))"
*/NN/*+이/VCP/*+었/EP/*+던/ETM/*,used to be ~
*/VV/*+다/EC/*,~
*/NN/*+에서/JKB/*+도/JX/*,from ~ also
*/VV/*+게/EC/*+도/JX/*,~ly also; so that ~ also
*/MAG/*+까지/JX/*,to/until ~
*/VV/*+면서/EC/*+도/JX/*,while ~ also
*/MAG/*+만/JX/*,~ only
듯/EC/*,,,,듯이/EC/*
*/VV/*+듯이/EC/*,"is like ~; is as if ~",,-듯이
*/VV/*+었/EP/*+듯이/EC/*,"is like ~ed; is as if ~ed",,-듯이
*/NN/*+ㄴ/JX/*,~
*/VA/*+지/EC/*+않/VX/*+어요/EF/*,"~, as you know; ~, isn't it? (refs: [1](http://kgf.korninterlinereader.asia.ubc.ca/entry/6285e98a0b20af306c90d348), [2](https://www.youtube.com/watch?v=6kVYxc0OdwU&t=2576s))"
*/VV/*+지/EC/*+않/VX/*+어요/EF/*,"~, as you know; ~, isn't it? (refs: [1](http://kgf.korninterlinereader.asia.ubc.ca/entry/6285e98a0b20af306c90d348), [2](https://www.youtube.com/watch?v=6kVYxc0OdwU&t=2576s))"
*/NN/*+하고/JKB/*+요/EF/*,with ~
*/NN/*+하고/JC/*+요/EF/*,with ~
*/NN/*+하고/JKB/*+도/JX/*,and/with ~ also; even and/with ~
*/NP/*+하고/JKB/*+도/JX/*,and/with ~ also; even and/with ~
*/VA/*+ㅕ/EC/*+지/VX/*+ㄴ/ETM/*,become ~
*/VV/*+었/EP/*+어서/EC/*,"~ed, so..."
*/VV/*+ㅂ시다/EC/*,Let's ~; Shall we ~?
*/VV/*+ㅂ시다/EF/*,Let's ~; Shall we ~?
으라/EC/*,,,,라/EC/*
으라/EF/*,,,,라/EF/*
*/VV/*+라/EC/*,"[command] ~ ([ref](https://korean.dict.naver.com/koendict/#/entry/koen/8c99acab68e24015915be74991c4872c))"
*/VA/*+라/EC/*,"[command] ~ ([ref](https://korean.dict.naver.com/koendict/#/entry/koen/8c99acab68e24015915be74991c4872c))"
*/VV/*+ㅕ요/EF/*,~
*/NN/*+이/VCP/*+어서/EC/*,"is ~, so..."
*/VV/*+고/EC/*+도/JX/*,and ~ also
*/NN/*+나/JX/*,~ or
*/VV/*+습니다/EF/*+라고/JKQ/*,"said ""~"""
*/VV/*+었/EP/*+는데요/EF/*,"~ed [contrasting/but; providing background info] ([ref](https://www.youtube.com/watch?v=6kVYxc0OdwU&t=5842s))"
*/VV/*+었었/EP/*+는데요/EF/*,"~ed (long ago) [contrasting/but; providing background info] ([ref](https://www.youtube.com/watch?v=6kVYxc0OdwU&t=5842s))"
*/VV/*+었/EP/*+는데/EF/*,"~ed [contrasting/but; providing background info] ([ref](https://www.youtube.com/watch?v=6kVYxc0OdwU&t=5842s))"
*/NN/*+이/VCP/*+ㄴ데요/EF/*,"is ~ [contrasting/but; providing background info] ([ref](https://www.youtube.com/watch?v=6kVYxc0OdwU&t=5842s))"
*/NN/*+이/VCP/*+ㄴ데요/EC/*,"is ~ [contrasting/but; providing background info] ([ref](https://www.youtube.com/watch?v=6kVYxc0OdwU&t=5842s))"
*/NR/*+이/VCP/*+ㄴ데요/EF/*,"is ~ [contrasting/but; providing background info] ([ref](https://www.youtube.com/watch?v=6kVYxc0OdwU&t=5842s))"
*/NN/*+이/VCP/*+었/EP/*+는데요/EF/*,"was ~ [contrasting/but; providing background info] ([ref](https://www.youtube.com/watch?v=6kVYxc0OdwU&t=5842s))"
*/VV/*+는데요/EC/*,"~, but... [contrasting; providing background info] ([ref](https://www.youtube.com/watch?v=6kVYxc0OdwU&t=5842s))"
*/VV/*+는데/EC/*,"~, but... [contrasting; providing background info] ([ref](https://www.youtube.com/watch?v=6kVYxc0OdwU&t=5842s))"
*/VV/*+고/EC/*+있/VX/*+는데/EC/*,"~ing, but... [contrasting; providing background info] ([ref](https://www.youtube.com/watch?v=6kVYxc0OdwU&t=5842s))",,-있다
*/VV/*+는데요/EF/*,"~, but... [contrasting; providing background info] ([ref](https://www.youtube.com/watch?v=6kVYxc0OdwU&t=5842s))"
*/VV/*+는데/EF/*,"~, but... [contrasting; providing background info] ([ref](https://www.youtube.com/watch?v=6kVYxc0OdwU&t=5842s))"
*/VV/*+겠/EP/*+는데요/EF/*,"(guessing; will) ~, but... [contrasting; providing background info] ([ref](https://www.youtube.com/watch?v=6kVYxc0OdwU&t=5842s))"
*/VV/*+겠/EP/*+는데/EF/*,"(guessing; will) ~, but... [contrasting; providing background info] ([ref](https://www.youtube.com/watch?v=6kVYxc0OdwU&t=5842s))"
*/VA/*+겠/EP/*+는데요/EF/*,"(guessing; will) ~, but... [contrasting; providing background info] ([ref](https://www.youtube.com/watch?v=6kVYxc0OdwU&t=5842s))"
*/VA/*+는데요/EF/*,"~ [contrasting/but; providing background info] ([ref](https://www.youtube.com/watch?v=6kVYxc0OdwU&t=5842s))"
*/VA/*+었/EP/*+는데/EF/*,"was ~ [contrasting/but; providing background info] ([ref](https://www.youtube.com/watch?v=6kVYxc0OdwU&t=5842s))"
*/VA/*+ㄴ데/EC/*+요/EF/*,"~ [contrasting/but; providing background info] ([ref](https://www.youtube.com/watch?v=6kVYxc0OdwU&t=5842s))"
*/VA/*+ㄴ/ETM/*+데/NNB/*+요/EF/,"~ [contrasting/but; providing background info] ([ref](https://www.youtube.com/watch?v=6kVYxc0OdwU&t=5842s))"*
*/VA/*+ㄴ데요/EF/*,"~ [contrasting/but; providing background info] ([ref](https://www.youtube.com/watch?v=6kVYxc0OdwU&t=5842s))"
*/VA/*+ㄴ데/EF/*,"~ [contrasting/but; providing background info] ([ref](https://www.youtube.com/watch?v=6kVYxc0OdwU&t=5842s))"
*/VA/*+은데/EF/*,"~ [contrasting/but; providing background info] ([ref](https://www.youtube.com/watch?v=6kVYxc0OdwU&t=5842s))"
*/VV/*+나/EC/*,"- ~, however/but/or... ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/62e1d8749a50ba002e20a6ff))
- [[V-나 보다](http://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90ce40)] seems that ~"
*/VA/*+나/EC/*,"- ~, however/but/or... ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/62e1d8749a50ba002e20a6ff))
- [[V-나 보다](http://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90ce40)] seems that is ~"
*/VA/*+었/EP/*+나/EC/*,"- was ~, however/but/or... ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/62e1d8749a50ba002e20a6ff))
- [[V-나 보다](http://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90ce40)] seems that was ~"
*/VV/*+었/EP/*+나/EC/*,"- ~ed, however/but/or... ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/62e1d8749a50ba002e20a6ff))
- [[V-나 보다](http://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90ce40)] seems that ~ed"
*/NN/*+이/VCP/*+었/EP/*+나/EC/*,"- was a ~, however/but/or... ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/62e1d8749a50ba002e20a6ff))
- [[V-나 보다](http://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90ce40)] seems that was a ~"
*/NN/*+이/VCP/*+ㅁ/ETN/*,being a ~,???
*/VA/*+다니/EC/*,"(can you believe that) ~?! [used to express surprise, [ref](http://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90cf5a)]"
*/VV/*+다니/EC/*,"(can you believe that) ~?! [used to express surprise, [ref](http://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90cf5a)]"
*/VV/*+다니요/EF/*,"(can you believe that) ~?! [used to express surprise, [ref](http://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90cf5a)]"
*/VV/*+다니/EF/*,"(can you believe that) ~?! [used to express surprise, [ref](http://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90cf5a)]"
*/VV/*+었/EP/*+다니/EC/*,"(can you believe that) ~ed?! [used to express surprise, [ref](http://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90cf5a)]"
*/VV/*+었/EP/*+다니요/EF/*,"(can you believe that) ~ed?! [used to express surprise, [ref](http://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90cf5a)]"
*/VV/*+었/EP/*+기/ETN/*+에/JKB/*,"because ~ed ([ref](http://kgf.korninterlinereader.asia.ubc.ca/entry/62e1d7279a50ba002e20a5b1))"
*/MAG/*+이/VCP/*+ㄴ가요/EF/*,is ~?
*/VA/*+ㄹ지/EC/*,[indirect question] will be ~?
*/NN/*+도/JX/*+요/EF/*,~ also.
*/VV/*+면서/EC/*+요/EF/*,While ~.
*/NN/*+이/VCP/*+라면/EC/*,if is ~
*/NP/*+이/VCP/*+라면/EC/*,if is ~
*/NN/*+에서/JKB/*+이/VCP/*+라면/EC/*,if is from ~
*/NN/*+에서/JKB/*+의/JKG/*,"that is from ~ (adnominalization of N-에서; [ref](http://kgf.korninterlinereader.asia.ubc.ca/entry/62e22c499af00c002e6ee11b))","prenoun,posessive"
*/VV/*+었/EP/*+니까요/EF/*,Because ~ed.
*/VV/*+었었/EP/*+니까요/EF/*,Because ~ed (long ago).
*/VA/*+니까요/EF/*,Because ~.
*/VV/*+니까요/EF/*,Because ~.
*/VA/*+니까요/EC/*,Because ~.
*/VV/*+니까요/EC/*,Because ~.
*/NP/*+이/VCP/*+에요/EF/*,is ~
*/NN/*+로부터/JKB/*,from ~
*/NP/*+로부터/JKB/*,from ~
*/NN/*+한테/JKB/*+로부터/JKB/*,from ~
*/NR/*+만/JX/*,only ~
*/NN/*+이/VCP/*+네요/EF/*,is ~!
*/NP/*+이/VCP/*+죠/EF/*,"is ~, right?"
*/MAG/*+요/EF/*,~
*/NN/*+이/VCP/*+다/EC/*,is ~
*/NN/*+부터/JX/*+이/VCP/*+어서/EC/*,"is starting from ~, so..."
*/NP/*+랑/JKB/*+요/EF/*,with ~.
*/NN/*+이/VCP/*+ㄴ데/EC/*+도/JX/*,"is ~, but also...; even though is ~"
*/VV/*+었/EP/*+는지/EC/*+에/JKB/*,[indirect question] to/about what ~ed
*/NN/*+뿐/JX/*,[N-뿐 아니라] not only ~
*/VV/*+었/EP/*+나/EC/*+요/EF/*,~ed?
*/NP/*+이/VCP/*+습니다/EF/*,is ~.
*/NP/*+까지/JX/*+이/VCP/*+습니다/EF/*,is to/until ~.
*/NP/*+까지/JX/*+이/VCP/*+ㅔ요/EF/*,is to/until ~.
*/VV/*+는/ETM/*+게/NNB/*,~ing
*/VV/*+는/ETM/*+거/NNB/*+이/VCP/*+죠/EF/*,"~ing, right?"
*/VV/*+는/ETM/*+거/NNB/*+이/VCP/*+야/EF/*,is ~ing
*/VV/*+ㄹ게/EF/*+요/EF/*,will ~ (for someone)
*/NN/*+이/VCP/*+라니/EC/*,"is ~ (which is surprising), so...",...
*/VV/*+어야/EC/*+겠/EP/*+죠/EF/*,"guessing will have to ~, right?"
*/VV/*+었/EP/*+어야/EC/*,had to ~
*/NN/*+이/VCP/*+었/EP/*+네요/EF/*,was ~!
*/NN/*+랑/JKB/*+도/JX/*,with ~ also
*/VV/*+면은/EC/*,if/when ~
*/NN/*+이/VCP/*+기/ETN/*+ㄴ/JX/*,being ~
*/VA/*+었었/EP/*+고/EC/*,"was ~ (long ago), and..."
*/NN/*+이/VCP/*+니까요/EF/*,is ~ (that's the reason).,???
*/VV/*+겠/EP/*+나요/EF/*,(guessing; will) ~?
*/NN/*+만/JX/*+의/JKG/*,only/just ~'s,posessive
*/NP/*+만/JX/*+의/JKG/*,only/just ~'s,posessive
*/VV/*+길래/EC/*,because ~,???
*/VA/*+지/EC/*+가/JX/*,not ~
*/VV/*+답니다/EF/*,"said that ~. (abbreviation for V-다고 합니다.) [[ref](https://web.archive.org/web/20171018073352/http://www.koreangrammaticalforms.com/entry.php?eid=0000000801)]"
*/VV/*+라는/ETM/*,"commanding to ~ (abbreviation for V-라고 하는) [[ref](https://web.archive.org/web/20171018082355/http://www.koreangrammaticalforms.com/entry.php?eid=0000001084)]",???
*/VV/*+겠/EP/*+지만/EC/*,"(guessing; will) ~, but..."
*/VV/*+ㅕㅆ었/EP/*+어요/EF/*,~ed (long ago)
*/NN/*+로/JKB/*+도/JX/*,toward/using ~ also
*/NN/*+이/VCP/*+든/EC/*,"whether or not is ~; no matter if is ~"
*/NP/*+이/VCP/*+든/EC/*,"whether or not is ~; no matter if is ~"
*/VV/*+은지/EC/*,[indirect question] if ~ed?,???
*/VA/*+었/EP/*+어/EC/*,was ~
*/VV/*+ㄴ지/EC/*,(how long) since ~ed,reftbd
*/VV/*+기/ETN/*+나/JX/*,~ing or
*/VV/*+기/ETN/*+랑/JKB/*,~ing and
*/NN/*+대로/JX/*,"according to ~ ([ref](https://web.archive.org/web/20171018073526/http://www.koreangrammaticalforms.com/entry.php?eid=0000000810))"
*/NN/*+이/VCP/*+ㅔ요/EF/*+라고/JKQ/*,""is ~."",reftbd
*/VA/*+은가요/EF/*,~?
*/VA/*+은가/EF/*,~?
*/VV/*+은가요/EF/*,~?
*/VV/*+은가/EF/*,~?
*/VV/*+었/EP/*+는지/EC/*+도/JX/*,[indirect question] also if ~ed?
*/VV/*+었/EP/*+나/EF/*,~ed?
*/NN/*+이/VCP/*+네/EF/*,is ~!
*/NN/*+아/JKV/*,hey ~
*/NP/*+아/JKV/*,hey ~
*/NN/*+이라던가/JC/*,"~, or something like that",???
*/NN/*+이/VCP/*+라던가/EC/*,"~, or something like that",???
*/NN/*+라던가/JC/*,"~, or something like that",???
*/VV/*+ㄹ수록/EC/*,"the more ~, the more...",,-ㄹ수록
*/VA/*+ㄹ수록/EC/*,"the more ~, the more...",,-ㄹ수록
*/NN/*+이/VCP/*+ㄹ수록/EC/*,"the more is ~, the more...",,-ㄹ수록
*/VV/*+어/EC/*+갈수록/MAG/*,"the more (one) keeps ~ing, the more...; the more (one) goes ~, the more...",,"-가다,-ㄹ수록"
*/NN/*+이랑/JKB/*+도/JX/*,with ~ also
*/VV/*+어/EC/*+도/JX/*,"~ also; even if, still..."
*/VV/*+ㅕ/EF/*+라는/ETM/*,"""~"""
*/VV/*+어라/EF/*,"[command] ~. ([ref](https://www.howtostudykorean.com/unit-2-lower-intermediate-korean-grammar/unit-2-lessons-34-41/lesson-40/#403))",formal
*/VV/*+어라/EC/*,"[command] ~. ([ref](https://www.howtostudykorean.com/unit-2-lower-intermediate-korean-grammar/unit-2-lessons-34-41/lesson-40/#403))",formal
*/VV/*+어/EC/*+라/EF/*,"[command] ~. ([ref](https://www.howtostudykorean.com/unit-2-lower-intermediate-korean-grammar/unit-2-lessons-34-41/lesson-40/#403))",formal
*/VV/*+더라도/EC/*,"even though ~; even supposing that ~ ([ref](https://kgf.korninterlinereader.asia.ubc.ca/entry/62e212e99af00c002e6ed6cb))"
*/VV/*+었/EP/*+더라도/EC/*,"even though ~ed; even supposing that ~ed ([ref](https://kgf.korninterlinereader.asia.ubc.ca/entry/62e212e99af00c002e6ed6cb))"
*/VV/*+었/EP/*+든지/EC/*,"whatever ~ed ([ref](https://kgf.korninterlinereader.asia.ubc.ca/entry/62e213269af00c002e6ed77b))"
*/NR/*+이/VCP/*+ㅔ요/EF/*,is ~.
*/NN/*+이/VCP/*+ㄴ가/EC/*,"[[-ㄴ가 보다](https://kgf.korninterlinereader.asia.ubc.ca/entry/62e1d8259a50ba002e20a651)] seems to be ~
[[-ㄴ가 싶다](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90cd96)] wonder whether ~",...
*/NN/*+이/VCP/*+냐고요/EF/*,is ~?,???
*/VV/*+었/EP/*+냐고요/EF/*,~ed?,???
*/VV/*+느냐/EC/*+에/JKB/*,"[[-느냐에 따라(서)](https://www.howtostudykorean.com/unit-5/lessons-101-108/lesson/#831)] depending on ~ (indirect question)"
*/VV/*+느냐/EF/*+이/VCP/*+ㄴ/ETM/*,[indirect question] is ~ing?,???
*/VV/*+겠/EP/*+느냐/EF/*,[indirect question] (guessing; will) ~?
*/VV/*+겠/EP/*+냐/EC/*,[indirect question] (guessing; will) ~?
*/VV/*+느냐/EF/*,[indirect question] ~?
*/VA/*+느냐/EF/*,[indirect question] ~?
*/VV/*+느냐는/ETM/*,(abbrev: -느냐고 하는) that asks [indirect question] ~?
*/VV/*+었/EP/*+느냐/EF/*,[indirect question] ~ed?
*/VV/*+지만/EC/*+요/EF/*,But ~.
*/VA/*+지만/EC/*+요/EF/*,But ~.
*/VV/*+게/EC/*+요/EF/*,so that ~; intention to ~?,???
*/VV/*+었/EP/*+냐면/EC/*+요/EF/*,Because ~ed.,???
*/VV/*+냐면/EC/*+요/EF/*,Because ~.,???
*/VA/*+냐면/EC/*+요/EF/*,Because ~.,???
*/VA/*+면서/EC/*,while ~
*/VV/*+는지/EC/*+에/JKB/*,at/to [indirect question] ~?
*/VV/*+었었/EP/*+죠/EF/*,"~ed (long ago), right?"
*/VV/*+을게요/EF/*,"will ~ ([ref](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90d022))"
*/NP/*+이/VCP/*+지/EF/*,is ~?
*/NN/*+이/VCP/*+었/EP/*+지/EF/*,was ~?
*/NN/*+이/VCP/*+었/EP/*+지/EC/*,[indirect question] was ~?
*/VV/*+어야/EC/*+하/VX/*+겠/EP/*+죠/EF/*,"(guessing) will have to, right?"
*/VA/*+어야/EC/*,must be ~
*/NP/*+다/JX/*,"[emphasis] just ~, exactly ~"
*/VV/*+겠/EP/*+네/EF/*,guessing;will ~!
*/VA/*+나/EF/*,~?
*/NN/*+도/JX/*+이/VCP/*+ㅔ요/EF/*,is also ~
*/VV/*+려/EC/*,intend to ~; plan to ~
*/VV/*+ㅕ야죠/EF/*,"must ~, right?"
*/NN/*+이/VCP/*+겠/EP/*+네요/EF/*,guessing is ~!
*/NN/*+이/VCP/*+겠/EP/*+죠/EF/*,"guessing is ~, right?"
*/NN/*+같이/JKB/*,like ~
*/VV/*+지/EC/*+가/JX/*,not ~
*/VV/*+네/EC/*,~!
*/VV/*+ㅕ라/EF/*,[command] ~
*/NN/*+이/VCP/*+었/EP/*+어/EF/*,was ~
*/VA/*+지/EC/*+ㄴ/JX/*,not ~
*/NN/*+이/VCP/*+었/EP/*+죠/EF/*,"was ~, right?"
*/NP/*+이/VCP/*+었/EP/*+죠/EF/*,"was ~, right?"
*/NN/*+에서/JKB/*+ㄴ/JX/*,from ~
*/NP/*+한테/JKB/*+도/JX/*,to ~ also
*/VA/*+겠/EP/*+는데/EC/*,"(guessing; will) be ~, but..."
*/NN/*+에서/JKB/*+나/JX/*,"from ~, or..."
*/VV/*+려나/EF/*,intend to ~?
*/NN/*+이/VCP/*+려나/EF/*,intend to be ~?
*/NN/*+에다가/JKB/*,"in/on/in addition to ~ ([ref](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e98a0b20af306c90d26b))"
*/NP/*+도/JX/*+요/EF/*,~ also.
*/VV/*+ㄹ래요/EF/*,"I intend to ~.; Would you like to ~? ([1](https://youtu.be/sURzQfmZHP0?t=843), [2](https://youtu.be/MJ_F5Yri1L0?t=1523))"
*/VV/*+ㄹ/ETM/*+이/VCP/*+래/EF/*,"I intend to ~.; Would you like to ~? ([1](https://youtu.be/sURzQfmZHP0?t=843), [2](https://youtu.be/MJ_F5Yri1L0?t=1523))"
*/VV/*+ㄹ/ETM/*+이/VCP/*+래요/EF/*,"I intend to ~.; Would you like to ~? ([1](https://youtu.be/sURzQfmZHP0?t=843), [2](https://youtu.be/MJ_F5Yri1L0?t=1523))"
*/VV/*+ㄹ래/EF/*,"I intend to ~.; Would you like to ~? ([1](https://youtu.be/sURzQfmZHP0?t=843), [2](https://youtu.be/MJ_F5Yri1L0?t=1523))"
*/VV/*+ㄹ래/EC/*,"I intend to ~.; Would you like to ~? ([1](https://youtu.be/sURzQfmZHP0?t=843), [2](https://youtu.be/MJ_F5Yri1L0?t=1523))"
*/VV/*+을래요/EF/*,"I intend to ~.; Would you like to ~? ([1](https://youtu.be/sURzQfmZHP0?t=843), [2](https://youtu.be/MJ_F5Yri1L0?t=1523))"
*/VV/*+을래/EF/*,"I intend to ~.; Would you like to ~? ([1](https://youtu.be/sURzQfmZHP0?t=843), [2](https://youtu.be/MJ_F5Yri1L0?t=1523))"
*/VV/*+을래/EC/*,"I intend to ~.; Would you like to ~? ([1](https://youtu.be/sURzQfmZHP0?t=843), [2](https://youtu.be/MJ_F5Yri1L0?t=1523))"
*/VA/*+아서요/EF/*,"~, so... (sentence end, but thought not done)",???
*/VV/*+라서요/EC/*,"since is ~"
*/NN/*+이/VCP/*+요/EF/*,"~. ([ref](https://www.youtube.com/watch?v=RhmNBhGfShA))"
*/VV/*+면/EC/*+요/EF/*,If ~.
*/VV/*+ㅁ/ETN/*+로써/JKB/*,"through/on account of/by ~ing ([ref](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e98a0b20af306c90d112))"
*/NN/*+로써/JKB/*,"as a ~"
*/NP/*+서/JKB/*+만/JX/*,only from ~
*/NR/*+까지/JX/*,to/until ~
*/VA/*+어서/EC/*+도/JX/*,"~, so also..."
*/NN/*+이/VCP/*+냐면/EC/*,"(abbrev: -냐고 하면) supposing one asks is ~, ..."
*/NN/*+이/VCP/*+냐면/EF/*,"(abbrev: -냐고 하면) supposing one asks is ~, ..."
*/NN/*+이/VCP/*+냐면/EC/*+요/EF/*,"(abbrev: -냐고 하면요) suppose one asks is ~"
*/NP/*+이/VCP/*+냐면/EC/*,"(abbrev: -냐고 하면) supposing one asks is ~, ..."
*/NP/*+이/VCP/*+냐면/EF/*,"(abbrev: -냐고 하면) supposing one asks is ~, ..."
*/NP/*+이/VCP/*+냐면/EC/*+요/EF/*,"(abbrev: -냐고 하면요) suppose one asks is ~"
*/NN/*+이/VCP/*+었/EP/*+냐면/EC/*,"(abbrev: -냐고 하면) supposing one asks was ~, ..."
*/NP/*+이/VCP/*+었/EP/*+냐면/EC/*,"(abbrev: -냐고 하면) supposing one asks was ~, ..."
*/NN/*+이/VCP/*+었/EP/*+면/EC/*,if was ~
*/NP/*+이/VCP/*+었/EP/*+면/EC/*,if was ~
*/VV/*+냐면/EC/*,"(abbrev: -냐고 하면) supposing one asks ~, ..."
*/VV/*+었/EP/*+냐면/EC/*,"(abbrev: -냐고 하면) supposing one asks ~ed?, ..."
*/VA/*+었/EP/*+냐면/EC/*,"(abbrev: -냐고 하면) supposing one asks was ~?, ..."
*/VA/*+냐면/EC/*,"(abbrev: -냐고 하면) supposing one asks is ~, ..."
*/VA/*+었/EP/*+네요/EF/*,was ~!
*/VA/*+었/EP/*+네/EF/*,was ~!
*/NP/*+이/VCP/*+겠/EP/*+죠/EF/*,"guessing is ~, right?; will be ~, right?"
*/NN/*+이/VCP/*+었/EP/*+나/EF/*,was a ~?
*/VV/*+ㅂ시오/EF/*,[command] ~,"honorific,formal"
*/VV/*+어서/EC/*+만/JX/*,"only after having ~ ([ref](https://kgf.korninterlinereader.asia.ubc.ca/entry/62e22be79af00c002e6edeb2))"
*/VA/*+었/EP/*+겠/EP/*+지만/EC/*,"guessing was ~, but...; would have been ~, but..."
*/NN/*+하고/JKB/*+의/JKG/*,with ~'s,posessive
*/VCN/*+었/EP/*+다/EF/*,wasn't
*/VA/*+다/EC/*+하/VV/*+고/EC/*,"[abbrev: A-다고 하고] said that ~, and..."
*/NN/*+끼리/XSN/*,among ~; within a group of ~
*/NP/*+끼리/XSN/*,among ~; within a group of ~
*/NN/*+끼리/XSN/*+도/JX/*,even among ~; among ~ also; within a group of ~ also
*/NP/*+끼리/XSN/*+도/JX/*,even among ~; among ~ also; within a group of ~ also
*/VV/*+ㄴ다며/EF/*,"I heard that ~, is that true? ([ref](https://youtu.be/CFN6Byk_ZE4?t=2676))"
*/VV/*+던데/EF/*,"~ed, but...; ~ed (and have more to say or expecting response) ([1](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90cfc4), [2](https://youtu.be/CFN6Byk_ZE4?t=2757))"
*/VV/*+던데요/EF/*,"~ed, but...; ~ed (and have more to say or expecting response) ([1](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90cfc4), [2](https://youtu.be/CFN6Byk_ZE4?t=2757))"
*/VV/*+던데요/EC/*,"~ed, but...; ~ed (and have more to say or expecting response) ([1](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90cfc4), [2](https://youtu.be/CFN6Byk_ZE4?t=2757))"
*/VA/*+던데/EF/*,"~ed, but...; ~ed (and have more to say or expecting response) ([1](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90cfc4), [2](https://youtu.be/CFN6Byk_ZE4?t=2757))"
*/VA/*+던데요/EF/*,"~ed, but...; ~ed (and have more to say or expecting response) ([1](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90cfc4), [2](https://youtu.be/CFN6Byk_ZE4?t=2757))"
*/VV/*+던데/EC/*,"~ed, but...; ~ed (and have more to say or expecting response) ([1](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90cfc4), [2](https://youtu.be/CFN6Byk_ZE4?t=2757))"
*/VA/*+던데/EC/*,"~ed, but...; ~ed (and have more to say or expecting response) ([1](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90cfc4), [2](https://youtu.be/CFN6Byk_ZE4?t=2757))"
*/VV/*+었/EP/*+던데요/EF/*,"used to ~, but...; used to ~ (and have more to say or expecting response) ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90cfc4), [yt](https://youtu.be/CFN6Byk_ZE4?t=2757))"
*/VV/*+었/EP/*+던데요/EC/*,"used to ~, but...; used to ~ (and have more to say or expecting response) ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90cfc4), [yt](https://youtu.be/CFN6Byk_ZE4?t=2757))"
냐구/EF/*,,,,냐고/EF/*
냐구/EC/*,,,,냐고/EF/*
*/NP/*+이/VCP/*+냐고/EF/*,[indirect question] asked is ~?
